Item Name;Aer;Alienis;Aqua;Arbor;Auram;Bestia;Caelum;Cognitio;Corpus;Desidia;Electrum;Exanimis;Fabrico;Fames;Gelum;Gula;Herba;Humanus;Ignis;Infernus;Instrumentum;Invidia;Ira;Iter;Limus;Lucrum;Lux;Luxuria;Machina;Magneto;Messis;Metallum;Meto;Mortuus;Motus;Nebrisum;Ordo;Pannus;Perditio;Perfodio;Permutatio;Potentia;Praecantatio;Radio;Sano;Sensus;Spiritus;Strontio;Superbia;Tabernus;Telum;Tempestas;Tempus;Tenebrae;Terminus;Terra;Tutamen;Vacuos;Venenum;Victus;Vinculum;Vitium;Vitreus;Volatus
Magnetic Neodymium File Head (7437:6356);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magnetic Steel File Head (7437:6355);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magnetic Iron File Head (7437:6354);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bismuth Bronze File Head (7437:6353);;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;
Black Bronze File Head (7437:6352);;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Rose Gold File Head (7437:6351);;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Sterling Silver File Head (7437:6350);;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Blue Steel File Head (7437:6349);;;;;;;;;;;;;;;;;;;1;;3;;;;;1;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Red Steel File Head (7437:6348);;;;;;;;;;;;;;;;;;;1;;3;;;;;1;;;;;;1;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;;;;;
Fiery Steel File Head (7437:6346);;;;;;;;;3;;;;;;;;;;3;;2;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
Ultimet File Head (7437:6344);;;;;;;;;;;;;;;;;;;1;;3;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cobalt Brass File Head (7437:6343);;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
Deep Dark Iron File Head (7437:6342);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meteoric Steel File Head (7437:6341);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meteoric Iron File Head (7437:6340);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steeleaf File Head (7437:6339);;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Ironwood File Head (7437:6338);;;;1;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;
Shadow Steel File Head (7437:6337);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Shadow Iron File Head (7437:6336);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Damascus Steel File Head (7437:6335);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Black Steel File Head (7437:6334);;;;;;;;;;;;;;;;;;;1;;2;;;;;1;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Astral Silver File Head (7437:6333);;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Mithril File Head (7437:6331);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Thaumium File Head (7437:6330);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Tritanium File Head (7437:6329);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duranium File Head (7437:6328);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naquadria File Head (7437:6327);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;;;;3;;;;;;;;3;;;;;;;;;;;;;;;;;;;;
Enriched Naquadah File Head (7437:6326);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
Naquadah Alloy File Head (7437:6325);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Naquadah File Head (7437:6324);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Infused Gold File Head (7437:6323);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chocolate Milk (7437:32006);;;1;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
Enderium File Head (7437:6321);;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fluxed Electrum File Head (7437:6320);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Adamantium File Head (7437:6319);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sunnarium File Head (7437:6318);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osmiridium File Head (7437:6317);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tungstensteel File Head (7437:6316);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;
Fine Exo-Halkonite Steel Wire (7437:19157);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Hot Exo-Halkonite Steel Wire (7437:19156);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magnalium File Head (7437:6313);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Fine Proto-Halkonite Steel Wire (7437:19154);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nichrome File Head (7437:6311);;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cupronickel File Head (7437:6310);;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Pig Iron File Head (7437:6307);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Mellion Wire (7437:19148);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steel File Head (7437:6305);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wrought Iron File Head (7437:6304);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Electrum File Head (7437:6303);;;;;;;;;;;;;;;;;;;;;2;;;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Invar File Head (7437:6302);;;;;;;;;;;;;;;1;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Magmatter Wire (7437:19143);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bronze File Head (7437:6300);;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Eternity Wire (7437:19141);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cosmic Neutronium Gear (7437:31982);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Universium Wire (7437:19139);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bag of Potato Chips (7437:32208);;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bag of Chili Chips (7437:32209);;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ichorium Gear (7437:31978);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Blood Infused Iron Gear (7437:31977);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Fine Superconductor Base UMV Wire (7437:19134);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Long Yellow Garnet Rod (7437:22528);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
Wine (7437:32102);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;1;
Fine Redstone Alloy Wire (7437:19381);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Neutronium Wire (7437:19129);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Void Gear (7437:31970);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
Alduorite File Head (7437:6485);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Long Enderpearl Rod (7437:22532);;4;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
Orichalcum Gear (7437:31966);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Long Endereye Rod (7437:22533);;4;;;;;;;;;;;;;;;;;2;;;;;4;;;;;;;;;;;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;;
Chumburger (7437:32224);;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Long Tricalcium Phosphate Rod (7437:22534);1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;1;;;;;;;
Breads (7437:32230);;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Long Ruby Rod (7437:22502);;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;
Bacon Sandwich (7437:32233);;;;;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Attuned Tengam Wire (7437:19112);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Purified Tengam Wire (7437:19111);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ceruclase Gear (7437:31952);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Thaumium Wire (7437:19330);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Mithril Wire (7437:19331);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Large Veggie Sandwich (7437:32241);;;;;;;;;;;;;;1;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Epoxid File Head (7437:6470);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Americium Wire (7437:19103);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Large Steak Sandwich (7437:32244);;;;;;;;;2;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Plutonium 241 Wire (7437:19101);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Plutonium 239 Wire (7437:19100);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Uranium 238 Wire (7437:19098);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Uranium 235 Wire (7437:19097);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Thorium Wire (7437:19096);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Bismuth Wire (7437:19090);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Lead Wire (7437:19089);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Gold Wire (7437:19086);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Platinum Wire (7437:19085);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Iridium Wire (7437:19084);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Osmium Wire (7437:19083);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Tungsten Wire (7437:19081);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Tantalum Wire (7437:19080);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Lutetium Wire (7437:19078);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Ytterbium Wire (7437:19077);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Thulium Wire (7437:19076);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Erbium Wire (7437:19075);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Holmium Wire (7437:19074);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Dysprosium Wire (7437:19073);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Terbium Wire (7437:19072);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Gadolinium Wire (7437:19071);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Europium Wire (7437:19070);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Samarium Wire (7437:19069);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Promethium Wire (7437:19068);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Neodymium Wire (7437:19067);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Praseodymium Wire (7437:19066);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Cerium Wire (7437:19065);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Lanthanum Wire (7437:19064);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Caesium Wire (7437:19062);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Tellurium Wire (7437:19059);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Antimony Wire (7437:19058);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Tin Wire (7437:19057);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Indium Wire (7437:19056);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Silver Wire (7437:19054);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Palladium Wire (7437:19052);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Molybdenum Wire (7437:19048);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Niobium Wire (7437:19047);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Yttrium Wire (7437:19045);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Terrasteel File Head (7437:6202);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;
Fine Rubidium Wire (7437:19043);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Tin Alloy Wire (7437:19363);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Potato on a Stick (7437:32200);;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vinteum File Head (7437:6529);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;
Fine Gallium Wire (7437:19037);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Zinc Wire (7437:19036);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Copper Wire (7437:19035);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Nickel Wire (7437:19034);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Cobalt Wire (7437:19033);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Iron Wire (7437:19032);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Manganese Wire (7437:19031);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Chrome Wire (7437:19030);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Vanadium Wire (7437:19029);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Titanium Wire (7437:19028);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Scandium Wire (7437:19027);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinium Gear (7437:31868);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Raw Silicon Wire (7437:19020);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Aluminium Wire (7437:19019);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Magnesium Wire (7437:19018);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sugary Dough (7437:32212);;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chocolate Dough (7437:32213);;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Construction Foam Gear (7437:31854);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fine Beryllium Wire (7437:19008);;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Black Granite Gear (7437:31849);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;
Marble Gear (7437:31845);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
Basalt Gear (7437:31844);;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
Buns (7437:32220);;;;;;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Exo-Halkonite Steel File Head (7437:6157);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hot Exo-Halkonite Steel File Head (7437:6156);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Proto-Halkonite Steel File Head (7437:6154);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hot Proto-Halkonite Steel File Head (7437:6153);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hamburger (7437:32223);;;;;;;;;1;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Creon File Head (7437:6149);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Mellion File Head (7437:6148);;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
Six-Phased Copper File Head (7437:6147);;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Magmatter File Head (7437:6143);;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eternity File Head (7437:6141);;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Universium File Head (7437:6139);;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Neutronium File Head (7437:6129);;2;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;
Wood Gear (7437:31809);;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Large Cheese Sandwich (7437:32242);;;;;;;;;;;;;;3;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Attuned Tengam File Head (7437:6112);;;;;;;;;;;1;;;;;;;;;;2;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
